"109年01月06日每日收盤行情(水泥工業)"
"(元,股)",,,,,,,,,,,"(元,交易單位)",,,,,
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
"1101","台泥","13,867,625","5,566","602,752,323","43.50","43.70","43.30","43.45","-","0.50","43.40","127","43.45","66","10.70",
"1101B","台泥乙特","52,202","6","2,797,525","53.60","53.60","53.40","53.40","-","0.20","53.40","43","53.60","3","",
"1102","亞泥","8,721,686","3,638","419,891,979","48.50","48.50","47.90","48.30","-","0.50","48.20","1","48.30","97","10.64",
"1103","嘉泥","1,884,930","844","40,630,730","21.75","21.75","21.40","21.60","-","0.15","21.55","35","21.60","81","10.69",
"1104","環泥","505,536","267","9,781,437","19.50","19.50","19.25","19.25","-","0.20","19.25","20","19.30","4","12.58",
"1108","幸福","191,975","85","1,584,024","8.37","8.37","8.21","8.21","-","0.16","8.21","20","8.22","1","",
"1109","信大","859,768","421","17,488,867","20.60","20.60","20.10","20.55","-","0.10","20.55","7","20.60","33","7.19",
"1110","東泥","83,000","52","1,431,950","17.35","17.35","17.20","17.25","-","0.10","17.20","35","17.25","19","862.50",
"備註:"
"漲跌(+/-)欄位符號說明:+/-/X表示漲/跌/不比價。",
"當證券代號為認購(售)權證及認股權憑證時本益比欄位置為結算價；但如為以外國證券或指數為標的之認購(售)權證及履約方式採歐式者，該欄位為空白。",
"除境外指數股票型基金及外國股票第二上市外，餘交易單位皆為千股。",
"本統計資訊含一般、零股、盤後定價、鉅額交易，不含拍賣、標購。",

