"109年03月04日每日收盤行情(水泥工業)"
"(元,股)",,,,,,,,,,,"(元,交易單位)",,,,,
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
"1101","台泥","9,537,433","3,002","408,263,824","42.60","42.95","42.60","42.85","+","0.20","42.85","43","42.90","16","10.55",
"1101B","台泥乙特","8,000","5","432,100","54.00","54.10","54.00","54.10"," ","0.00","53.90","15","54.10","23","",
"1102","亞泥","7,594,926","3,100","329,669,525","43.10","43.65","43.05","43.40","+","0.30","43.40","109","43.45","102","9.56",
"1103","嘉泥","839,272","423","16,648,943","19.95","19.95","19.70","19.90"," ","0.00","19.80","17","19.90","14","9.85",
"1104","環泥","408,232","185","7,163,030","17.60","17.65","17.45","17.60"," ","0.00","17.55","33","17.60","14","11.50",
"1108","幸福","128,000","33","964,310","7.52","7.59","7.52","7.54","-","0.07","7.54","6","7.55","2","",
"1109","信大","117,570","67","2,020,547","17.20","17.25","17.10","17.20","-","0.05","17.15","40","17.20","5","6.01",
"1110","東泥","44,680","13","746,238","16.50","16.90","16.50","16.75","+","0.35","16.65","1","16.75","13","837.50",
"備註:"
"漲跌(+/-)欄位符號說明:+/-/X表示漲/跌/不比價。",
"當證券代號為認購(售)權證及認股權憑證時本益比欄位置為結算價；但如為以外國證券或指數為標的之認購(售)權證及履約方式採歐式者，該欄位為空白。",
"除境外指數股票型基金及外國股票第二上市外，餘交易單位皆為千股。",
"本統計資訊含一般、零股、盤後定價、鉅額交易，不含拍賣、標購。",

