"109年02月24日每日收盤行情(水泥工業)"
"(元,股)",,,,,,,,,,,"(元,交易單位)",,,,,
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
"1101","台泥","12,606,292","4,073","541,934,056","43.00","43.20","42.80","43.00","-","0.25","43.00","2,278","43.05","61","10.59",
"1101B","台泥乙特","108,172","11","5,820,084","53.80","53.90","53.80","53.90","+","0.10","53.70","85","53.90","42","",
"1102","亞泥","8,537,295","3,364","390,838,770","45.65","46.25","45.30","46.15","-","0.10","46.15","76","46.20","102","10.17",
"1103","嘉泥","1,373,766","990","27,723,515","20.10","20.30","20.05","20.20","-","0.10","20.15","24","20.20","44","10.00",
"1104","環泥","531,800","225","9,579,168","18.10","18.10","17.95","18.00","-","0.10","18.00","3","18.05","27","11.76",
"1108","幸福","28,011","25","214,755","7.61","7.73","7.60","7.73","+","0.01","7.66","1","7.73","6","",
"1109","信大","429,523","257","7,380,142","17.40","17.40","17.10","17.15","-","0.20","17.10","57","17.15","69","6.00",
"1110","東泥","55,217","31","908,830","16.35","16.55","16.30","16.55","-","0.05","16.45","4","16.55","8","827.50",
"備註:"
"漲跌(+/-)欄位符號說明:+/-/X表示漲/跌/不比價。",
"當證券代號為認購(售)權證及認股權憑證時本益比欄位置為結算價；但如為以外國證券或指數為標的之認購(售)權證及履約方式採歐式者，該欄位為空白。",
"除境外指數股票型基金及外國股票第二上市外，餘交易單位皆為千股。",
"本統計資訊含一般、零股、盤後定價、鉅額交易，不含拍賣、標購。",

